Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,VisitorType,Weekend,Revenue
1,16.0,0,0.0,27,1240.916667,0,0,28,0,3,0,0,1
1,8.0,0,0.0,5,143.5,0,0,0,0,3,1,1,0
5,267.5,0,0.0,5,62.5,0,0,0,0,3,1,1,0
1,14.0,0,0.0,6,156.0,0,0,0,0,3,0,1,0
2,17.0,0,0.0,15,1349.0,0,0,0,0,3,0,0,0
1,12.0,0,0.0,11,331.25,0,0,0,0,3,0,1,0
5,114.75,0,0.0,8,301.5,0,0,0,0,3,0,1,0
1,10.0,0,0.0,39,1152.5,0,0,0,0,3,0,0,0
10,164.5,1,3.0,61,2292.679762,0,0,0,0,3,0,0,0
4,387.5,0,0.0,23,666.9464286,0,0,0,0,3,0,0,0
2,123.0,0,0.0,14,239.0,0,0,0,0,3,1,1,0
4,272.5,0,0.0,14,279.9,0,0,0,0,3,1,0,0
4,320.5,0,0.0,23,1841.171429,0,0,0,0,3,1,1,0
2,35.0,0,0.0,11,131.3,0,0,0,0,3,1,0,0
2,34.0,0,0.0,18,671.0,0,0,0,0,3,1,1,0
2,47.0,0,0.0,11,624.0,0,0,0,0,3,0,0,0
2,11.0,3,123.33333329999999,34,448.75,0,0,0,0,3,0,0,0
3,13.0,0,0.0,7,79.5,0,0,0,0,3,1,1,0
2,36.0,0,0.0,15,2190.666667,0,0,0,0,3,0,0,0
3,33.0,0,0.0,67,2502.816667,0,0,0,0,3,0,0,0
7,97.0,6,281.5,83,1778.1252140000001,0,0,6,0,3,0,0,0
1,37.0,0,0.0,12,663.5,0,0,10,0,3,1,0,1
4,55.0,0,0.0,16,284.9,0,0,18,0,3,0,0,0
3,26.0,0,0.0,19,576.0833332999999,0,0,30,0,3,0,1,1
2,24.5,1,710.0,66,4566.9528390000005,0,0,0,0,3,0,0,0
1,24.0,3,125.5,65,8646.0,0,0,0,0,3,0,1,0
1,0.0,0,0.0,35,499.4,0,0,0,0,3,0,1,0
9,122.0,1,87.0,50,1694.7976190000002,0,0,0,0,3,0,1,0
1,123.0,0,0.0,7,181.5,0,0,64,0,3,1,1,1
3,308.0,0,0.0,54,1306.151974,0,0,0,0,3,0,0,0
5,72.5,0,0.0,31,649.3071428999999,0,0,35,0,3,0,1,1
1,21.0,1,61.0,49,1647.152381,0,0,144,0,3,0,1,1
6,233.08333330000002,2,63.0,60,3135.442572,0,0,0,0,3,0,0,0
4,315.0,0,0.0,8,465.83333330000005,0,0,0,0,3,0,1,0
6,192.5,0,0.0,14,327.0,0,0,0,0,3,0,1,0
3,43.5,0,0.0,30,2264.333333,0,0,0,0,3,0,1,0
4,76.0,0,0.0,28,866.0,0,0,0,0,3,0,0,0
2,35.0,0,0.0,20,979.0833332999998,0,0,60,0,3,0,0,1
3,13.0,0,0.0,28,324.7692308,0,0,0,0,3,0,0,0
6,160.09523810000002,3,94.5,47,1682.8702469999998,0,0,5,0,3,0,0,1
1,45.0,0,0.0,13,1610.916667,0,0,0,0,3,1,1,0
4,177.16666669999998,0,0.0,50,1188.566667,0,0,0,0,3,0,0,0
4,43.5,0,0.0,39,930.3,0,0,0,0,3,0,1,0
5,159.0,0,0.0,17,438.4333333000001,0,0,0,0,3,0,0,0
1,54.0,1,237.0,16,744.5,0,0,0,0,3,0,0,0
2,34.0,0,0.0,8,358.0,0,0,0,0,3,0,0,0
3,36.0,0,0.0,9,71.33333333,0,0,0,0,3,1,0,0
7,196.0,3,138.5,11,227.5,0,0,0,0,3,1,1,0
1,0.0,2,56.0,22,1054.309524,0,0,0,0,3,0,0,0
2,21.0,1,26.0,22,326.5833333,0,0,0,0,3,0,0,0
10,231.0,1,8.0,104,3486.6904759999998,0,0,0,0,3,0,1,0
6,60.0,2,61.0,23,1031.7047619999998,0,0,33,0,3,0,1,1
3,61.0,0,0.0,19,573.6571428999999,0,0,0,0,3,0,0,0
3,227.0,0,0.0,3,164.0,0,0,0,0,3,1,0,0
1,464.0,0,0.0,19,1834.0833329999998,0,0,0,0,3,0,0,0
3,80.42857143,0,0.0,61,5900.351378,0,0,0,0,3,0,0,0
3,61.5,0,0.0,16,946.1666667000002,0,0,0,0,3,1,0,0
1,58.0,0,0.0,5,64.0,0,0,0,0,3,1,0,0
2,243.0,0,0.0,12,1180.5,0,0,0,0,3,0,0,0
1,4.0,0,0.0,37,1096.75,0,0,0,0,3,0,0,0
9,210.66666669999998,3,127.0,55,1509.5944439999998,0,0,14,0,3,0,0,0
1,156.1428571,0,0.0,18,1181.198413,0,0,0,0,3,0,0,0
2,0.0,0,0.0,17,1394.666667,0,0,0,0,3,0,0,0
5,282.0,0,0.0,8,326.0,0,0,0,0,3,0,0,0
1,112.0,0,0.0,37,2043.5,0,0,12,0,3,0,0,1
4,73.5,0,0.0,24,663.4666667,0,0,0,0,3,0,0,0
3,184.6888889,0,0.0,129,7669.250794,0,0,0,0,3,0,0,0
5,75.16666667,0,0.0,12,115.16666670000001,0,0,0,0,3,0,0,0
1,19.0,0,0.0,13,748.6666667000001,0,0,0,0,3,0,0,0
6,302.0,0,0.0,18,834.6666667000001,0,0,0,0,3,0,1,0
10,117.33333329999999,0,0.0,28,631.9896825000001,0,0,10,0,3,0,0,1
1,7.0,0,0.0,14,183.33333330000002,0,0,0,0,3,0,0,0
1,0.0,0,0.0,8,192.16666669999998,0,0,0,0,3,0,1,0
1,0.0,0,0.0,16,1296.6,0,0,13,0,3,0,0,1
1,14.0,0,0.0,17,1093.142857,0,0,0,0,3,0,0,0
1,5.0,0,0.0,9,2397.5,0,0,0,0,3,0,0,0
2,107.0,0,0.0,3,56.0,0,0,0,0,3,1,0,0
1,31.0,3,62.0,11,196.2,0,0,0,0,3,0,0,0
1,7.0,0,0.0,29,906.5666667000002,0,0,0,0,3,1,1,0
2,52.0,1,17.66666667,18,1262.0,0,0,0,0,3,1,0,0
1,19.0,0,0.0,7,115.66666670000001,0,0,0,0,3,0,0,0
1,0.0,0,0.0,3,321.5,0,0,0,0,3,0,0,0
9,204.08333330000002,0,0.0,63,3552.702381,0,0,19,0,3,1,0,1
2,151.0,0,0.0,19,716.3571429,0,0,10,0,3,0,1,1
6,98.0,0,0.0,12,343.0,0,0,0,0,3,0,1,0
6,52.0,1,24.0,56,3763.166667,0,0,10,0,3,0,0,1
4,600.4230769,0,0.0,17,1883.827222,0,0,0,0,3,0,0,1
4,132.0,0,0.0,7,1413.333333,0,0,0,0,3,0,0,0
3,23.0,0,0.0,6,83.0,0,0,0,0,3,1,0,0
2,20.0,0,0.0,17,584.5,0,0,0,0,3,0,0,0
3,39.0,0,0.0,30,940.8333332999998,0,0,0,0,3,0,0,0
2,152.83333330000002,0,0.0,20,791.6666667000001,0,0,41,0,3,1,0,1
4,16.66666667,0,0.0,68,2593.7416670000002,0,0,0,0,3,0,0,0
2,197.0,4,219.0,53,1518.761111,0,0,0,0,3,0,1,0
2,15.0,0,0.0,7,50.5,0,0,0,0,3,0,0,0
5,710.3333332999999,0,0.0,23,7533.272727,0,0,0,0,3,0,0,0
4,84.0,0,0.0,35,1059.0,0,0,0,0,3,1,0,0
3,151.0,0,0.0,6,892.0,0,0,0,0,3,0,1,0
4,83.5,0,0.0,9,430.5,0,0,0,0,3,1,0,0
3,130.8333333,1,109.0,47,1813.2083329999998,0,0,0,0,3,0,1,0
2,27.0,0,0.0,23,1278.090909,0,0,0,0,3,1,1,0
2,12.0,0,0.0,43,2595.280952,0,0,0,0,3,0,0,0
11,281.63095239999996,0,0.0,54,923.6757353,0,0,5,0,3,0,0,0
9,160.0,0,0.0,48,3946.0083329999998,0,0,20,0,3,0,1,1
3,31.33333333,0,0.0,33,1077.869048,0,0,0,0,3,0,0,0
3,81.0,1,0.0,28,499.66666669999995,0,0,0,0,3,0,0,0
1,5.5,0,0.0,7,286.0,0,0,0,0,3,0,0,0
4,81.0,0,0.0,8,112.72857140000002,0,0,0,0,3,0,0,0
1,18.0,0,0.0,24,1571.0,0,0,0,0,3,0,0,0
3,91.0,2,338.0,11,451.0,0,0,45,0,3,1,0,1
2,85.5,0,0.0,42,1741.483333,0,0,27,0,3,0,0,0
1,42.0,2,80.5,46,838.6833333,0,0,0,0,3,0,0,0
5,36.33333333,3,53.0,22,406.0,0,0,0,0,3,0,0,0
2,33.0,0,0.0,28,898.5,0,0,0,0,3,0,0,0
7,110.25,0,0.0,20,266.5833333,0,0,0,0,3,0,0,0
2,27.0,1,35.0,19,461.05,0,0,16,0,3,0,0,0
4,155.5,0,0.0,13,474.83333330000005,0,0,0,0,3,0,0,0
5,487.5,0,0.0,11,500.0,0,0,0,0,3,1,0,0
5,376.8,3,105.66666670000001,6,441.46666669999996,0,0,0,0,3,0,0,0
7,606.0,1,33.0,26,631.4583332999999,0,0,0,0,3,0,0,0
11,1640.590909,0,0.0,16,1849.8333329999998,0,0,10,0,3,0,0,0
1,0.0,0,0.0,8,436.0,0,0,0,0,3,0,1,0
2,63.0,0,0.0,35,850.3333332999998,0,0,0,0,3,1,1,0
11,228.0277778,1,32.0,17,457.79572649999994,0,0,0,0,3,0,0,0
6,136.5555556,0,0.0,59,3224.819084,0,0,8,0,3,0,1,1
3,76.0,0,0.0,24,1038.845238,0,0,0,0,3,1,0,0
2,11.0,0,0.0,20,363.6666667,0,0,0,0,3,0,1,0
1,0.0,0,0.0,17,1314.25,0,0,0,0,3,0,0,0
1,1.333333333,0,0.0,32,395.22222220000003,0,0,0,0,3,0,1,0
5,310.0,1,73.0,16,416.4,0,0,0,0,3,0,1,0
5,1417.5,0,0.0,36,1051.248276,0,0,0,0,3,0,1,0
3,960.0,0,0.0,10,1218.0,0,0,0,0,3,1,0,0
2,18.0,0,0.0,15,756.3333332999999,0,0,29,0,3,0,0,1
2,52.0,0,0.0,24,427.08333330000005,0,0,0,0,3,0,0,0
2,18.33333333,0,0.0,36,1387.606061,0,0,0,0,3,0,1,0
5,106.0,0,0.0,30,1418.0,0,0,0,0,3,1,0,0
6,91.88888889,0,0.0,25,437.22222220000003,0,0,0,0,3,0,1,0
3,18.0,0,0.0,14,411.5,0,0,0,0,3,0,0,0
2,36.0,0,0.0,13,142.0,0,0,0,0,3,0,0,0
2,17.0,0,0.0,20,1415.625,0,0,32,0,3,0,0,0
7,139.5,0,0.0,30,1448.752381,0,0,0,0,3,1,0,0
4,178.0,2,209.0,17,2777.666667,0,0,0,0,3,0,0,0
3,180.0,0,0.0,12,1436.5,0,0,27,0,3,0,1,1
2,107.33333329999999,0,0.0,8,224.0,0,0,0,0,3,0,1,0
4,52.0,1,7.0,46,3087.0,0,0,16,0,3,0,0,1
2,211.0,1,58.0,71,3424.583333,0,0,0,0,3,0,1,0
1,4.0,0,0.0,43,1418.5,0,0,0,0,3,0,1,0
1,69.0,0,0.0,8,423.0,0,0,28,0,3,1,0,1
4,183.25,1,21.0,20,651.4,0,0,0,0,3,0,0,0
2,55.0,0,0.0,6,249.5,0,0,0,0,3,1,0,0
1,3.0,2,373.0,6,66.83333333,0,0,0,0,3,1,0,0
1,613.6666667000001,0,0.0,4,957.0,0,0,0,0,3,0,0,0
2,11.92307692,2,139.0,80,4099.737392,0,0,16,0,3,0,1,1
1,0.0,0,0.0,4,31.0,0,0,0,0,3,0,1,0
1,8.0,1,101.0,12,205.9761905,0,0,0,0,3,0,0,0
1,7.0,7,141.0,25,1644.0,0,0,0,0,3,0,0,0
2,102.0,0,0.0,4,268.0,0,0,0,0,3,0,1,0
1,7.0,0,0.0,11,298.0,0,0,0,0,3,0,1,0
1,0.0,0,0.0,43,1286.688889,0,0,4,0,3,0,0,0
1,74.0,0,0.0,49,1616.083333,0,0,0,0,3,0,0,0
4,206.33333330000002,0,0.0,20,917.35,0,0,23,0,3,0,1,1
3,67.0,0,0.0,12,353.0,0,0,0,0,3,1,0,0
3,242.0,0,0.0,12,286.0,0,0,0,0,3,1,1,0
7,217.83333330000002,1,23.5,18,338.1272727,0,0,0,0,3,0,0,0
2,136.66666669999998,1,9.5,20,1572.5714289999999,0,0,0,0,3,0,0,0
12,739.2091954,1,16.0,21,1321.0591949999998,0,0,78,0,3,0,0,1
4,33.0,0,0.0,19,502.45833330000005,0,0,0,0,3,0,0,0
3,14.0,0,0.0,20,1424.9285710000001,0,0,0,0,3,0,0,0
4,68.5,2,845.0,82,2448.784448,0,0,6,0,3,0,0,1
5,91.83333333,0,0.0,32,1480.666667,0,0,0,0,3,0,1,0
1,31.0,0,0.0,6,25.5,0,0,0,0,3,0,0,0
2,58.0,0,0.0,50,952.4345238,0,0,2,0,3,0,1,1
5,89.75,0,0.0,16,467.91666669999995,0,0,0,0,3,0,1,0
1,9.5,0,0.0,25,674.25,0,0,0,0,3,0,0,0
9,165.5,0,0.0,50,2207.3916670000003,0,0,15,0,3,0,1,0
3,57.0,0,0.0,15,486.5166666999999,0,0,0,0,3,0,0,0
1,13.0,0,0.0,10,391.85,0,0,0,0,3,0,1,0
3,63.0,0,0.0,10,142.66666669999998,0,0,0,0,3,1,1,0
3,134.0,0,0.0,53,1659.3196970000001,0,0,62,0,3,0,0,1
2,34.0,0,0.0,65,1451.2273619999999,0,0,0,0,3,0,0,0
4,67.07142857,0,0.0,21,2588.958333,0,0,0,0,3,1,1,0
8,87.5,0,0.0,31,496.58333330000005,0,0,3,0,3,0,0,1
1,22.0,0,0.0,21,678.2738095,0,0,0,0,3,1,0,0
1,17.5,0,0.0,8,163.0,0,0,0,0,3,1,1,0
1,14.0,0,0.0,10,90.0,0,0,0,0,3,1,0,0
5,69.33333333,1,0.0,5,142.0,0,0,0,0,3,1,0,0
2,148.0,0,0.0,9,416.6666667,0,0,0,0,3,1,1,0
1,85.0,4,208.5,12,413.8,0,0,0,0,3,0,0,0
4,103.0,1,41.0,16,515.0,0,0,0,0,3,0,1,0
2,33.0,0,0.0,25,1720.0,0,0,60,0,3,0,0,1
1,69.5,0,0.0,8,226.5,0,0,0,0,3,0,0,0
7,77.5,0,0.0,14,192.93333330000002,0,0,0,0,3,0,0,0
4,171.0,0,0.0,20,745.3333332999999,0,0,0,0,3,0,0,0
2,94.0,0,0.0,5,97.0,0,0,0,0,3,0,0,0
7,64.14285714,1,0.0,20,1409.809524,0,0,0,0,3,0,0,0
4,143.0,1,20.5,10,386.15,0,0,64,0,3,0,0,1
1,26.0,0,0.0,16,638.8333332999999,0,0,20,0,3,1,0,0
3,221.0,0,0.0,17,489.58333330000005,0,0,0,0,3,1,1,0
1,10.0,0,0.0,23,660.8166667,0,0,0,0,3,0,1,0
4,118.0,3,67.0,44,1489.144444,0,0,0,0,3,0,1,0
1,0.0,0,0.0,20,2270.833333,0,0,10,0,3,0,0,1
1,38.0,0,0.0,12,121.0,0,0,0,0,3,0,0,0
3,124.0,0,0.0,0,0.0,0,0,0,0,3,0,0,0
2,117.0,0,0.0,13,309.9333333,0,0,0,0,3,1,0,0
2,75.0,0,0.0,14,851.0,0,0,22,0,3,1,1,1
2,94.0,0,0.0,25,893.1,0,0,0,0,3,0,0,0
3,219.0,0,0.0,12,526.3333333,0,0,0,0,3,0,0,0
2,45.0,0,0.0,26,535.3459596,0,0,0,0,3,0,0,0
3,60.83333333,0,0.0,18,884.6333332999999,0,0,0,0,3,0,0,0
2,14.0,0,0.0,8,57.0,0,0,0,0,3,1,0,0
8,182.6480519,6,291.5,35,1373.464719,0,0,14,0,3,0,0,0
8,154.29166669999998,0,0.0,34,991.3678571,0,0,10,0,3,0,0,0
2,17.0,1,105.0,9,148.25,0,0,0,0,3,0,0,0
2,32.0,1,70.0,16,504.08333330000005,0,0,9,0,3,0,0,0
5,108.2,0,0.0,37,1288.533333,0,0,0,0,3,0,0,0
10,1559.75,1,7.0,41,1663.761905,0,0,13,0,3,0,0,1
5,249.16666669999998,0,0.0,22,1165.583333,0,0,0,0,3,1,0,0
2,37.0,0,0.0,3,17.0,0,0,0,0,3,1,1,0
1,0.0,1,60.5,46,1038.916667,0,0,13,0,3,0,0,1
5,65.0,2,34.0,17,1302.5,0,0,0,0,3,0,0,0
6,143.16666669999998,0,0.0,50,925.9476189999999,0,0,13,0,3,0,0,1
4,66.33333333,2,58.16666667,38,1524.702381,0,0,0,0,3,1,1,0
4,14.0,0,0.0,13,288.0,0,0,0,0,3,0,1,0
5,102.5333333,0,0.0,74,2396.690316,0,0,15,0,3,0,0,0
1,85.0,0,0.0,14,306.5,0,0,0,0,3,0,0,0
6,197.8,0,0.0,48,3332.293511,0,0,11,0,3,0,0,0
1,63.0,1,0.0,22,2815.416667,0,0,0,0,3,0,0,0
3,31.5,0,0.0,13,956.5,0,0,0,0,3,0,0,0
7,81.25,0,0.0,37,1500.422543,0,0,39,0,3,0,0,0
2,120.0,0,0.0,8,588.1666667000001,0,0,0,0,3,0,0,0
4,149.25,0,0.0,27,1212.809524,0,0,14,0,3,0,0,1
5,172.2,0,0.0,23,792.7222222,0,0,261,0,3,1,0,1
5,523.9166667,2,21.0,25,439.52380949999997,0,0,0,0,3,0,0,0
1,19.0,0,0.0,22,525.2666667,0,0,0,0,3,0,0,0
11,377.8333333,0,0.0,40,1337.842794,0,0,0,0,3,0,1,0
4,129.4166667,3,62.0,43,1770.625,0,0,0,0,3,0,0,0
9,298.6666667,0,0.0,27,1084.5,0,0,22,0,3,1,0,0
3,59.0,0,0.0,29,527.2083333,0,0,0,0,3,0,0,0
1,5.0,0,0.0,12,306.0,0,0,0,0,3,0,0,0
1,95.5,0,0.0,7,381.5,0,0,0,0,3,0,1,0
6,129.75,0,0.0,42,1173.07,0,0,18,0,3,1,1,1
6,408.2,0,0.0,33,878.6238095000001,0,0,19,0,3,0,0,1
2,24.42857143,7,278.1666667,76,2735.728571,0,0,8,0,3,0,0,1
4,52.33333333,1,239.0,14,337.5,0,0,0,0,3,0,0,0
10,382.8333333,4,319.3,72,4163.797619,0,0,12,0,3,0,0,1
1,27.5,0,0.0,11,243.66666669999998,0,0,0,0,3,0,0,0
6,475.0,0,0.0,33,2760.716667,0,0,0,0,3,0,0,0
2,6.0,0,0.0,42,1503.25,0,0,0,0,3,0,0,0
2,210.0,0,0.0,10,591.1666667000001,0,0,0,0,3,0,0,0
2,31.5,0,0.0,12,402.5,0,0,0,0,3,0,0,0
5,46.0,1,17.0,33,1540.583333,0,0,10,0,3,0,1,0
9,546.0,0,0.0,28,1561.083333,0,0,3,0,3,0,0,1
1,47.5,0,0.0,15,1330.3,0,0,0,0,3,0,0,0
3,48.33333333,0,0.0,15,245.5,0,0,0,0,3,0,0,0
3,28.5,0,0.0,15,608.4166667000001,0,0,0,0,3,0,0,0
1,30.0,0,0.0,7,157.5,0,0,0,0,3,1,0,0
2,16.0,0,0.0,33,1123.242857,0,0,11,0,3,0,0,0
1,10.0,1,0.0,69,2124.726768,0,0,0,0,3,0,0,0
3,79.0,0,0.0,38,1272.916667,0,0,9,0,3,0,0,0
2,18.0,0,0.0,30,474.5,0,0,0,0,3,0,1,0
7,250.33333330000002,0,0.0,7,180.33333330000002,0,0,0,0,3,1,1,0
2,77.0,0,0.0,43,1607.297619,0,0,0,0,3,0,0,0
2,12.0,0,0.0,8,60.0,0,0,0,0,3,1,1,0
6,77.33333333,1,52.33333333,6,126.66666670000001,0,0,0,0,3,0,0,0
4,63.33333333,0,0.0,13,556.6666667000001,0,0,27,0,3,0,0,1
7,108.66666670000001,6,853.75,194,6737.271825,0,0,0,0,3,0,1,0
7,230.16666669999998,3,222.0,140,8961.407670999999,0,0,0,0,3,0,1,0
1,3.0,0,0.0,14,128.0,0,0,0,0,3,0,0,0
2,15.0,0,0.0,13,77.0,0,0,0,0,3,0,0,0
1,18.0,4,123.5,24,4114.083333,0,0,20,0,3,1,0,1
1,5.5,1,12.0,54,1470.966667,0,0,0,0,3,0,0,0
3,79.75,0,0.0,3,73.5,0,0,0,0,3,0,0,0
2,60.0,0,0.0,20,717.6166667,0,0,60,0,3,0,0,1
3,14.5,0,0.0,25,1040.75,0,0,0,0,3,0,1,0
1,11.42857143,0,0.0,13,833.2333332999999,0,0,0,0,3,0,1,0
3,32.0,0,0.0,20,453.625,0,0,0,0,3,1,1,0
11,348.6547619,1,11.0,64,1229.289286,0,0,54,0,3,1,0,0
7,187.83333330000002,0,0.0,36,1775.516667,0,0,4,0,3,0,0,1
1,9.0,0,0.0,7,638.0,0,0,0,0,3,0,0,0
5,184.33333330000002,1,108.0,10,558.8,0,0,0,0,3,1,0,0
2,66.0,1,0.0,10,302.0,0,0,19,0,3,0,0,1
2,124.0,0,0.0,13,495.0,0,0,0,0,3,0,0,0
2,69.0,2,92.0,37,796.9571429,0,0,3,0,3,0,0,1
1,41.0,0,0.0,9,314.9,0,0,0,0,3,1,1,0
2,14.0,0,0.0,49,789.9583332999999,0,0,0,0,3,0,0,0
1,24.0,1,239.0,11,839.5,0,0,0,0,3,0,0,0
1,6.0,0,0.0,20,739.8333332999999,0,0,0,0,3,0,1,0
1,412.0,0,0.0,54,2377.0,0,0,0,0,3,0,0,0
5,132.46666670000002,0,0.0,59,1660.222222,0,0,6,0,3,0,0,0
1,4.0,0,0.0,0,0.0,0,0,0,0,3,0,0,0
4,82.0,0,0.0,23,570.5166667000001,0,0,0,0,3,0,0,0
5,73.5,0,0.0,26,463.75833330000006,0,0,0,0,3,1,0,0
4,25.5,0,0.0,28,775.5,0,0,24,0,3,0,0,0
2,236.0,0,0.0,18,490.0666666999999,0,0,0,0,3,0,0,0
4,158.33333330000002,1,9.0,9,634.2,0,0,0,0,3,0,1,0
6,187.0,0,0.0,22,1220.433333,0,0,0,0,3,0,0,0
8,206.0,3,132.0,39,1750.3333329999998,0,0,0,0,3,0,0,0
1,41.0,0,0.0,43,1087.25,0,0,0,0,3,0,0,0
7,170.0,0,0.0,27,1342.666667,0,0,29,0,3,0,0,1
2,9.0,1,201.0,33,1593.388889,0,0,0,0,3,0,1,0
1,87.0,3,40.0,17,546.0,0,0,0,0,3,0,1,0
5,217.66666669999998,0,0.0,18,494.66666669999995,0,0,33,0,3,0,0,1
8,699.1666667000001,0,0.0,62,1003.965152,0,0,0,0,3,0,0,0
1,9.0,0,0.0,32,536.6833333000001,0,0,0,0,3,0,0,0
8,227.5326923,3,292.6842105,66,3025.521713,0,0,7,0,3,0,0,1
2,78.0,0,0.0,24,424.0,0,0,0,0,3,1,0,0
1,4.75,2,78.0,67,1231.136508,0,0,0,0,3,0,0,0
6,101.33333329999999,0,0.0,10,266.5,0,0,0,0,3,0,0,0
1,7.0,2,562.0,36,1300.190476,0,0,0,0,3,0,1,0
3,14.5,2,907.8333332999998,28,804.2833333,0,0,7,0,3,0,0,0
1,9.0,0,0.0,19,734.5833332999999,0,0,0,0,3,0,0,0
2,60.0,0,0.0,44,3113.5166670000003,0,0,0,0,3,0,0,0
1,3.0,0,0.0,7,114.83333329999999,0,0,0,0,3,0,0,0
1,54.0,0,0.0,3,59.0,0,0,0,0,3,0,0,0
6,190.28571430000002,6,609.0,47,2989.494048,0,0,30,0,3,1,1,1
2,15.66666667,0,0.0,30,1724.25,0,0,0,0,3,0,1,0
8,183.0,4,571.5,14,333.6,0,0,15,0,3,0,1,1
1,14.0,0,0.0,21,334.7857143,0,0,0,0,3,0,0,0
5,248.5,0,0.0,11,456.66666669999995,0,0,0,0,3,1,0,0
1,25.0,0,0.0,28,2258.833333,0,0,0,0,3,0,1,0
2,21.0,0,0.0,65,2881.1333329999998,0,0,80,0,3,1,0,1
1,146.0,0,0.0,11,267.8333333,0,0,0,0,3,0,1,0
5,274.3333333,0,0.0,13,717.6,0,0,0,0,3,1,0,0
14,1155.666667,0,0.0,20,1069.16829,0,0,0,0,3,0,1,0
6,355.5,0,0.0,11,134.9,0,0,0,0,3,1,1,0
3,35.0,0,0.0,16,314.0,0,0,0,0,3,0,0,0
6,99.0,1,1.0,23,637.0,0,0,0,0,3,1,0,0
2,21.0,0,0.0,11,660.1666667000001,0,0,0,0,3,0,0,0
4,74.0,0,0.0,37,2517.048459,0,0,0,0,3,0,1,0
2,66.0,0,0.0,18,229.75,0,0,0,0,3,0,0,0
1,24.0,0,0.0,17,498.33333330000005,0,0,76,0,3,0,0,1
5,32.0,2,3.0,33,1039.766667,0,0,0,0,3,0,1,0
3,78.0,0,0.0,11,369.1666667,0,0,0,0,3,0,1,0
1,102.5,0,0.0,5,97.0,0,0,0,0,3,1,1,0
4,103.0,0,0.0,13,250.16666669999998,0,0,0,0,3,0,0,0
2,52.0,0,0.0,17,221.2,0,0,0,0,3,1,0,0
4,352.0,0,0.0,17,229.33333330000002,0,0,0,0,3,0,0,0
5,120.0,1,0.0,27,1583.5961539999998,0,0,39,0,3,0,0,0
9,162.05,0,0.0,27,399.6939394,0,0,0,0,3,1,0,0
1,26.0,1,55.0,12,457.0,0,0,0,0,3,0,1,0
1,6.0,0,0.0,16,608.8333332999999,0,0,52,0,3,0,0,1
6,45.83333333,2,284.0,54,1509.8,0,0,7,0,3,1,0,0
2,77.5,0,0.0,19,598.7833333,0,0,0,0,3,1,1,0
4,136.0,0,0.0,31,1141.833333,0,0,10,0,3,0,0,1
2,76.0,0,0.0,40,1209.802992,0,0,0,0,3,0,0,0
3,275.0,1,29.5,30,1107.047619,0,0,35,0,3,0,1,1
7,161.0,3,775.5,19,4996.666667,0,0,14,0,3,0,0,1
3,206.66666669999998,0,0.0,15,936.1666667000002,0,0,0,0,3,0,0,0
2,28.0,0,0.0,6,170.83333330000002,0,0,0,0,3,0,0,0
2,24.0,0,0.0,28,1206.614719,0,0,5,0,3,0,0,1
5,238.375,0,0.0,24,2174.375,0,0,27,0,3,0,0,0
1,4.0,2,11.0,110,3211.827706,0,0,0,0,3,0,0,0
7,213.3916667,0,0.0,32,1350.391667,0,0,0,0,3,0,1,0
7,156.0,0,0.0,60,2126.461941,0,0,0,0,3,0,0,0
5,84.25,0,0.0,19,409.75,0,0,0,0,3,1,0,0
4,135.0,0,0.0,12,401.2857143,0,0,0,0,3,1,0,0
3,43.0,0,0.0,10,427.16666669999995,0,0,0,0,3,0,0,0
8,377.51282050000003,3,265.0,60,2062.8909719999997,0,0,1,0,3,0,0,1
6,137.0,0,0.0,49,1077.007576,0,0,0,0,3,0,0,0
2,37.0,0,0.0,21,775.3333332999999,0,0,0,0,3,0,1,0
1,14.0,1,0.0,14,710.25,0,0,0,0,3,0,0,0
6,155.0,0,0.0,84,2566.220887,0,0,16,0,3,0,0,0
3,42.6,2,41.5,18,1049.516667,0,0,14,0,3,0,1,1
3,62.0,2,193.0,4,139.0,0,0,0,0,3,0,0,0
4,55.75,0,0.0,19,685.95,0,0,7,0,3,0,1,1
2,26.0,0,0.0,46,1852.75,0,0,0,0,3,0,0,0
3,79.0,0,0.0,36,2517.0,0,0,27,0,3,0,1,1
8,429.33333330000005,1,56.0,35,1549.857143,0,0,0,0,3,0,1,0
6,111.0,0,0.0,12,202.25,0,0,0,0,3,0,1,0
1,40.0,5,279.5,62,1088.830952,0,0,11,0,3,0,1,1
3,73.0,0,0.0,9,2151.0,0,0,10,0,3,0,0,1
4,40.0,2,146.0,56,2866.90202,0,0,85,0,3,0,1,0
2,11.0,0,0.0,19,608.9428571000001,0,0,0,0,3,0,0,0
6,55.0,1,7.0,132,4056.1753689999996,0,0,0,0,3,0,0,0
8,167.0,3,869.0,34,771.5916667,0,0,0,0,3,0,0,0
6,139.0,0,0.0,29,491.1,0,0,0,0,3,1,1,0
2,22.0,1,49.0,22,602.1666667000001,0,0,0,0,3,1,1,0
2,134.0,0,0.0,7,77.33333333,0,0,0,0,3,0,0,0
3,39.0,0,0.0,2,4.0,0,0,0,0,3,0,0,0
2,110.0,0,0.0,4,125.0,0,0,0,0,3,0,0,0
2,43.0,0,0.0,3,23.0,0,0,0,0,3,0,0,0
